City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,loukhi,66.0764,33.0381,24.29,38,54,1.8,RU,1691755200
294,nsanje,-16.92,35.262,37.7,19,0,0.97,MW,1692100800
295,thinadhoo,0.5333,72.9333,28.22,70,44,3.72,MV,1692100800
296,suva,-18.1416,178.4415,24.28,91,98,3.26,FJ,1692057600
297,jinchang,38.4953,102.1739,34.55,17,63,8.06,CN,1691917200
298,inirida,3.8653,-67.9239,34.98,45,51,0.91,CO,1691949600
299,stornoway,58.2093,-6.3865,21.48,76,21,3.28,GB,1691690400
300,sao joao da barra,-21.6403,-41.0511,25.98,65,28,6.69,BR,1691938800
301,lae,-6.7221,146.9847,27.09,76,77,3.88,PG,1691895600
302,touros,-5.1989,-35.4608,28.95,59,5,7.7,BR,1691938800
303,vorgashor,67.5833,63.95,22.51,39,24,4.83,RU,1691928000
304,hilo,19.7297,-155.09,26.25,77,71,3.8,US,1691701200
305,kara suu,40.7046,72.8667,37.61,13,0,5.25,KG,1691744400
306,torrington,41.8007,-73.1212,30.95,49,1,4.83,US,1691949600
307,pudozh,61.8099,36.5345,26.16,60,100,2.96,RU,1691841600
308,leava,-14.3,-178.1667,28.01,80,43,6.32,WF,1692090000
309,taoudenni,22.6783,-3.9836,47.13,5,3,4.76,ML,1691938800
310,soledade,-28.8183,-52.5103,21.2,75,91,2.71,BR,1691776800
311,san fernando de apure,7.8878,-67.4724,30.25,71,72,3.54,VE,1692036000
312,dellys,36.9172,3.9131,29.51,51,45,2.23,DZ,1692100800
313,bandon,51.7469,-8.7425,19.99,61,17,1.55,IE,1692100800
314,hoeyang,38.7103,127.5983,25.99,81,98,2.01,KP,1691906400
315,conduaga,8.862,117.4893,30.91,64,69,5.74,PH,1691992800
316,kelmentsi,48.4656,26.83,35.36,18,0,5.24,UA,1692100800
317,yakeshi,49.2833,120.7333,27.03,47,18,2.59,CN,1691992800
318,guilin,25.2819,110.2864,34.53,58,73,0.57,CN,1691992800
319,palikir - national government center,6.9248,158.1611,28.37,67,82,1.07,FM,1691917200
320,porto novo,6.4965,2.6036,29.94,54,79,4.49,BJ,1692100800
321,gisborne,-38.6533,178.0042,16.78,55,20,2.9,NZ,1691982000
322,meadow lake,34.8014,-106.5436,33.38,21,15,6.13,US,1692046800
323,vorkuta,67.5,64.0,22.68,38,27,4.67,RU,1691928000
324,ujae,8.9322,165.7642,28.73,75,100,3.15,MH,1692003600
325,ancud,-41.8697,-73.8203,11.58,93,100,11.89,CL,1692036000
326,quellon,-43.1167,-73.6167,12.02,94,100,7.29,CL,1692025200
327,belmonte,-15.8631,-38.8828,25.96,61,80,3.75,BR,1691766000
328,zintan,31.9223,12.252,34.64,21,11,7.61,LY,1692111600
329,pitimbu,-7.4706,-34.8086,28.27,71,35,7.42,BR,1691690400
330,rayadrug,14.7,76.8667,33.42,34,99,7.34,IN,1691830800
331,inhambane,-23.865,35.3833,27.53,56,1,6.81,MZ,1692100800
332,mersa matruh,31.3525,27.2453,29.85,54,0,7.84,EG,1692100800
333,urucara,-2.5364,-57.76,40.55,24,20,0.94,BR,1692036000
334,canutama,-6.5339,-64.3831,39.96,27,11,0.73,BR,1691863200
335,port alfred,-33.5906,26.891,26.38,37,0,2.03,ZA,1691755200
336,yarmouth,41.7057,-70.2286,27.45,70,28,9.68,US,1691949600
337,luganville,-15.5333,167.1667,24.91,76,100,3.84,VU,1691982000
338,salanso,12.1833,-4.0833,30.02,61,84,4.72,BF,1691928000
339,jamestown,42.097,-79.2353,27.48,51,41,5.93,US,1691863200
340,vila velha,-20.3297,-40.2925,26.6,65,2,4.54,BR,1691938800
341,lorengau,-2.0226,147.2712,28.57,73,67,3.23,PG,1692079200
342,umba,66.6871,34.3429,19.15,64,31,1.78,RU,1691755200
343,oakdale,44.963,-92.9649,32.35,19,5,5.59,US,1691874000
344,rongelap,11.1635,166.8941,28.77,75,100,5.39,MH,1692079200
345,guarapari,-20.6667,-40.4975,27.36,55,13,6.8,BR,1691852400
346,suntar,62.1444,117.6319,29.73,38,99,3.87,RU,1691733600
347,oktyabr'skoye,43.0645,44.7417,35.44,36,1,1.98,RU,1691755200
348,brisas de zicatela,15.8369,-97.0419,31.64,66,78,4.54,MX,1691776800
349,yaren,-0.5472,166.916,29.32,69,93,5.99,NR,1691895600
350,secunda,-26.55,29.1667,25.17,14,75,7.5,ZA,1692100800
351,jyvaskyla,62.2415,25.7209,23.8,45,24,3.64,FI,1692100800
352,mount darwin,-16.7725,31.5838,32.85,16,0,1.47,ZW,1692100800
353,mandalgovi,45.7625,106.2708,33.13,13,10,3.97,MN,1691917200
354,ariquemes,-9.9133,-63.0408,38.31,30,72,2.31,BR,1691690400
355,sittwe,20.15,92.9,28.44,77,91,2.17,MM,1691733600
356,kargil,34.5667,76.1,24.39,21,5,2.85,IN,1691841600
357,chegutu,-18.1302,30.1407,31.76,12,3,1.51,ZW,1692100800
358,praia da vitoria,38.7333,-27.0667,24.84,77,74,1.81,PT,1692025200
359,kodinsk,58.6881,99.1844,26.85,35,83,2.0,RU,1691744400
360,crane,31.3974,-102.3501,41.58,17,1,3.88,US,1691701200
361,muncie,40.1934,-85.3864,30.67,57,97,2.7,US,1691960400
362,franeker,53.1855,5.5412,22.0,73,16,5.91,NL,1691755200
363,sungai penuh,-2.0833,101.3833,25.88,65,35,1.53,ID,1691733600
364,ingeniero luis a. huergo,-39.0833,-67.2333,23.41,24,100,6.01,AR,1692036000
365,tromso,69.6496,18.957,19.19,56,30,1.46,NO,1691755200
366,naqadeh,36.9553,45.388,35.63,13,0,4.3,IR,1691841600
367,okhotsk,59.3833,143.3,19.09,61,0,3.41,RU,1691809200
368,igarka,67.4667,86.5833,19.91,46,99,2.74,RU,1692003600
369,keelung,25.1283,121.7419,31.04,70,8,2.05,TW,1691895600
370,moa,20.6569,-74.9403,32.09,63,84,5.41,CU,1691863200
371,bakanas,44.8081,76.2772,34.0,19,15,12.59,KZ,1691744400
372,arinos,-15.9169,-46.1056,33.96,17,43,3.55,BR,1691863200
373,kuanda,56.3161,116.0806,26.09,55,57,0.52,RU,1692090000
374,cabo san lucas,22.8909,-109.9124,31.52,62,1,1.54,MX,1692036000
375,istgah-e rah ahan-e garmsar,35.2346,52.3094,37.97,14,0,3.59,IR,1691841600
376,edremit,39.5961,27.0244,36.13,40,20,4.79,TR,1692014400
377,betong,5.7743,101.0723,31.87,52,31,2.04,TH,1691733600
378,dorado,18.4588,-66.2677,32.54,72,74,6.83,PR,1691690400
379,tralee,52.2704,-9.7026,20.08,87,83,3.6,IE,1691690400
380,tangalle,6.024,80.7911,31.07,58,63,8.16,LK,1692003600
381,nizhnesortymskiy,62.4397,71.7603,23.65,44,66,5.89,RU,1692090000
382,fuglafjordur,62.244,-6.814,12.85,84,99,2.44,FO,1691841600
383,nadym,65.5333,72.5167,23.63,41,87,2.04,RU,1692003600
384,geraldton,-28.7667,114.6,18.64,74,88,2.46,AU,1691733600
385,svetlogorsk,52.6333,29.7333,31.66,43,1,1.53,BY,1692100800
386,nantucket,41.2835,-70.0995,24.05,72,33,6.26,US,1691690400
387,kedrovyy,56.1667,91.8167,23.46,43,99,1.63,RU,1691722800
388,okha,53.5739,142.9478,20.43,70,100,2.87,RU,1691809200
389,yorkton,51.2167,-102.4677,28.67,27,63,6.04,CA,1692036000
390,gadzhiyevo,69.2551,33.3362,23.04,55,0,4.44,RU,1691690400
391,ceeldheer,3.8488,47.1806,30.67,55,10,10.52,SO,1692090000
392,coquimbo,-29.9533,-71.3436,19.8,54,41,3.97,CL,1691776800
393,petrosani,45.4167,23.3667,29.6,27,0,2.38,RO,1692014400
394,elliot lake,46.3834,-82.6331,21.9,47,55,1.81,CA,1691776800
395,mariental,-24.6333,17.9667,28.81,11,10,3.32,NA,1691852400
396,nemuro,43.3236,145.575,21.27,92,100,6.0,JP,1691722800
397,uturoa,-16.7333,-151.4333,25.93,73,92,6.07,PF,1691917200
398,yelizovo,53.1873,158.3805,23.89,52,0,1.63,RU,1692068400
399,hinton,53.4001,-117.5857,27.75,30,80,2.62,CA,1691960400
400,turkmenbasy,40.0222,52.9552,35.6,24,0,6.44,TM,1691928000
401,tommot,58.9564,126.2925,27.25,56,34,2.33,RU,1691906400
402,sao jose da coroa grande,-8.8978,-35.1478,26.71,64,2,4.46,BR,1691690400
403,ghanzi,-21.5667,21.7833,32.2,8,4,4.64,BW,1692100800
404,caleta de carquin,-11.0925,-77.6267,21.88,68,23,3.12,PE,1692036000
405,itoman,26.1247,127.6694,28.83,73,46,0.36,JP,1691722800
406,arroyo,41.6096,-4.7969,36.01,16,0,5.41,ES,1691766000
407,kachug,53.9606,105.8817,27.84,40,14,0.53,RU,1691917200
408,ngereklmadel,7.4883,134.4856,28.04,76,85,7.02,PW,1692068400
409,el sauzal de rodriguez,31.9,-116.6833,24.8,66,21,4.17,MX,1692046800
410,shushtar,32.0455,48.8567,49.02,6,0,3.84,IR,1691928000
411,anekal,12.7,77.7,29.46,42,99,4.85,IN,1691917200
412,gulf shores,30.246,-87.7008,32.14,66,29,6.03,US,1691690400
413,souq larb'a al gharb,34.6866,-6.0027,44.57,11,0,6.98,MA,1691852400
414,khujner,23.7833,76.6,30.24,53,100,5.34,IN,1692090000
415,gorodishche,48.8045,44.4744,36.01,19,20,6.58,RU,1691755200
416,borogontsy,62.6683,131.1683,28.64,23,1,5.03,RU,1691906400
417,zhanaozen,43.3,52.8,36.88,13,0,1.58,KZ,1691841600
418,yichang,30.7144,111.2847,36.79,43,19,2.42,CN,1691820000
419,saldanha,-33.0117,17.9442,19.73,53,26,6.03,ZA,1691755200
420,broken hill,-31.95,141.4333,21.73,29,78,8.59,AU,1691820000
421,tingo maria,-9.2895,-76.0088,33.4,60,14,1.74,PE,1691690400
422,voinjama,8.4219,-9.7478,24.94,76,95,2.72,LR,1691938800
423,el abiodh sidi cheikh,32.893,0.5484,40.28,9,32,4.99,DZ,1691690400
424,poronaysk,49.2167,143.1167,16.49,81,85,6.55,RU,1691809200
425,gaiman,-43.2897,-65.4929,21.33,37,100,7.08,AR,1692036000
426,qaqortoq,60.7167,-46.0333,10.63,64,100,1.43,GL,1691938800
427,paoua,7.2427,16.4406,28.08,67,98,1.51,CF,1691755200
428,barra de santo antonio,-9.4047,-35.5072,27.02,65,2,3.92,BR,1691690400
429,bafq,31.6128,55.4107,37.58,11,0,9.13,IR,1691841600
430,chicomuselo,15.7667,-92.2667,32.64,48,87,2.0,MX,1691874000
431,guerrero negro,27.9769,-114.0611,26.95,64,26,7.77,MX,1691701200
432,warrensburg,38.7628,-93.7361,37.77,31,0,4.05,US,1691787600
433,twon-brass,4.3151,6.2418,26.18,78,99,3.63,NG,1691841600
434,mishelevka,52.8575,103.1719,26.78,55,100,3.19,RU,1691830800
435,olavarria,-36.8927,-60.3225,19.18,38,38,5.62,AR,1692036000
436,port neches,29.9913,-93.9585,38.69,33,88,5.73,US,1692046800
437,ribeira brava,32.65,-17.0667,31.55,50,3,3.96,PT,1691841600
438,alice springs,-23.7,133.8833,28.18,15,0,3.49,AU,1691992800
439,tazacorte,28.629,-17.9293,29.08,58,63,5.49,ES,1691852400
440,vernio,44.0476,11.1505,34.04,27,11,0.71,IT,1692111600
441,bogatyye saby,56.0102,50.4483,28.98,27,100,2.0,RU,1692014400
442,bhanvad,21.9264,69.7736,29.84,63,94,7.99,IN,1691744400
443,arauca,7.0847,-70.7591,30.98,63,48,1.06,CO,1691776800
444,hirara,24.8,125.2833,28.91,74,28,2.76,JP,1691917200
445,mahgawan,26.5,78.6042,35.86,41,67,5.26,IN,1691744400
446,umm qasr,30.0405,47.9168,48.17,7,0,4.77,IQ,1691928000
447,hammerfest,70.6634,23.6821,24.54,64,15,5.67,NO,1691690400
448,fort mcmurray,56.7268,-111.381,27.99,35,44,5.72,CA,1691960400
449,hadibu,12.65,54.0333,29.46,59,1,12.35,YE,1692003600
450,sydney mines,46.2367,-60.2177,25.16,59,35,0.82,CA,1691949600
451,durbuy,50.35,5.4667,27.34,53,75,2.54,BE,1691766000
452,kolasin,42.8223,19.5165,29.82,29,7,1.63,ME,1692100800
453,xiaoweizhai,26.1903,107.5125,32.22,52,19,2.02,CN,1691992800
454,tagkawayan sabang,13.9911,122.5289,33.19,54,66,3.49,PH,1691820000
455,chinde,26.8418,88.0763,23.11,82,64,2.23,NP,1692090000
456,salinopolis,-0.6136,-47.3561,29.48,67,7,5.65,BR,1692025200
457,kuala terengganu,5.3302,103.1408,30.53,65,46,1.82,MY,1691733600
458,mapastepec,15.4333,-92.9,33.76,57,25,3.24,MX,1691949600
459,san luis de la loma,17.2706,-100.8939,31.36,73,45,4.47,MX,1691874000
460,ust'-abakan,53.8525,91.3742,27.25,36,88,2.82,RU,1691744400
461,mumford,5.2618,-0.759,26.04,69,100,5.65,GH,1692014400
462,maloye ganyushkino,46.6,49.2667,34.93,25,0,7.99,KZ,1691830800
463,hailey,43.5196,-114.3153,31.81,15,76,5.2,US,1692046800
464,brookings,44.3114,-96.7984,31.22,48,54,7.41,US,1691701200
465,vernon,50.2581,-119.2691,35.96,20,2,2.5,CA,1692057600
466,port arthur,38.8,121.2667,26.41,70,2,7.43,CN,1692079200
467,tarashcha,49.5583,30.4926,34.2,26,0,2.92,UA,1692100800
468,portland,45.5234,-122.6762,37.88,19,0,3.47,US,1692057600
469,liesveld,51.9325,4.8319,26.06,57,30,4.74,NL,1691755200
470,waingapu,-9.6567,120.2641,29.53,53,81,7.51,ID,1692079200
471,namtsy,62.7161,129.6658,29.45,23,1,5.84,RU,1691906400
472,tosno,59.54,30.8775,26.41,39,11,2.11,RU,1692100800
473,el alto,-4.2714,-81.2147,24.08,66,5,7.56,PE,1691690400
474,knyaze-volkonskoye,48.4642,135.4567,27.51,62,100,2.53,RU,1691906400
475,punta del este,-34.9667,-54.95,16.57,57,77,3.42,UY,1692111600
476,akureyri,65.6835,-18.0878,20.25,36,92,1.65,IS,1692111600
477,huarmey,-10.0681,-78.1522,22.84,71,26,5.08,PE,1691690400
478,cadillac,44.2519,-85.4012,27.07,37,68,1.96,US,1691949600
479,raymondville,26.4815,-97.7831,40.02,36,2,8.73,US,1691701200
480,midvagur,62.0511,-7.1939,13.37,84,36,1.6,FO,1691841600
481,komsomol'skiy,43.9783,46.6985,40.94,14,6,8.77,RU,1691841600
482,mafinga,-7.25,35.0667,32.67,24,4,2.4,TZ,1692100800
483,st. paul,44.9444,-93.0933,33.09,19,5,5.4,US,1691874000
484,dalandzadgad,43.5708,104.425,34.51,9,92,6.47,MN,1692003600
485,parksville,49.3163,-124.3195,27.23,50,1,2.97,CA,1692057600
486,xilin hot,43.9667,116.0333,31.63,25,24,5.94,CN,1691992800
487,klyuchi,52.2667,79.1667,19.3,52,83,5.14,RU,1691830800
488,kharp,66.8014,65.8081,22.75,44,62,2.82,RU,1691928000
489,muynoq,43.7683,59.0214,31.2,29,0,8.31,UZ,1691830800
490,faya-largeau,17.9257,19.1043,38.1,31,76,2.84,TD,1691766000
491,necochea,-38.5473,-58.7368,18.8,47,54,4.2,AR,1692036000
492,puerto aysen,-45.4,-72.7,5.8,100,100,2.34,CL,1691690400
493,muravlenko,63.7898,74.523,21.78,40,45,3.76,RU,1692014400
494,puerto lopez,4.0845,-72.956,31.6,60,53,1.36,CO,1692036000
495,turbat,26.0023,63.044,43.56,10,53,5.44,PK,1692014400
496,rossosh',51.1209,38.5116,29.46,39,3,4.18,RU,1692100800
497,dapa,9.7594,126.0531,30.66,67,16,3.33,PH,1691733600
498,nabire,-3.3667,135.4833,29.99,64,94,2.21,ID,1691895600
499,ust'-uda,54.1742,103.0304,27.82,39,100,1.84,RU,1691830800
500,fuling,29.7022,107.3919,35.76,53,33,1.27,CN,1692079200
501,nema,57.5067,50.5011,28.25,31,64,1.87,RU,1691928000
502,katsuura,35.1333,140.3,28.62,75,8,7.01,JP,1691722800
503,dingalan,15.3897,121.3929,33.11,57,37,3.9,PH,1691906400
504,kolokani,13.5728,-8.0339,31.04,55,79,2.06,ML,1691852400
505,kruisfontein,-34.0033,24.7314,28.14,18,0,7.01,ZA,1691755200
506,pyay,18.8167,95.2167,32.38,52,94,4.75,MM,1692090000
507,kofele,7.0667,38.7833,17.34,72,90,2.16,ET,1691755200
508,papao,-17.75,-149.55,24.62,72,33,5.75,PF,1691960400
509,mejit,10.2753,170.8646,28.65,78,12,6.13,MH,1691992800
510,kombissiri,12.0656,-1.3375,31.1,55,74,5.39,BF,1691928000
511,sedico,46.1111,12.1003,30.68,44,8,2.21,IT,1691928000
512,suileng,47.25,127.0833,24.5,78,73,5.77,CN,1691722800
513,lethem,3.3803,-59.7968,34.36,43,4,4.48,GY,1691949600
514,timmins,48.4669,-81.3331,22.06,37,39,2.42,CA,1691960400
515,port augusta,-32.5,137.7667,23.59,29,99,6.46,AU,1691809200
516,happy valley-goose bay,53.3168,-60.3315,18.05,57,74,2.95,CA,1691949600
517,arish,31.1316,33.7984,30.41,63,19,5.38,EG,1691928000
518,mahibadhoo,3.7833,72.9667,28.5,76,100,7.56,MV,1691690400
519,scarborough,54.2797,-0.4044,22.74,52,96,5.9,GB,1691766000
520,strzyzow,49.8707,21.7941,32.44,29,0,3.69,PL,1692100800
521,pico truncado,-46.7949,-67.9573,12.29,53,16,10.35,AR,1691690400
522,bethlehem,-1.4558,-48.5044,33.21,49,8,2.19,BR,1692111600
523,mwinilunga,-11.7358,24.4293,35.11,9,2,1.59,ZM,1692100800
524,santiago de cao,-7.9589,-79.2392,22.31,75,100,4.77,PE,1692036000
525,east london,-33.0153,27.9116,27.08,29,0,1.47,ZA,1691830800
526,muisne,0.6,-80.0333,27.14,75,85,4.23,EC,1691776800
527,carlsbad,33.1581,-117.3506,24.46,68,7,4.46,US,1692046800
528,salalah,17.0151,54.0924,27.25,77,77,5.02,OM,1691917200
529,mangrol,21.1167,70.1167,28.55,74,92,6.99,IN,1691744400
530,isiro,2.7739,27.616,31.66,43,96,0.65,CD,1691755200
531,bagan,54.1001,77.6646,18.95,51,67,6.4,RU,1691744400
532,wroughton,51.5241,-1.7956,23.74,71,89,5.27,GB,1691690400
533,nar'yan-mar,67.6713,53.087,25.89,40,9,4.89,RU,1691841600
534,verkhnevilyuysk,63.4453,120.3167,27.69,36,97,4.45,RU,1691733600
535,tadjourah,12.0,42.5,39.22,19,17,3.35,DJ,1692100800
536,sinop,41.7711,34.8709,30.58,41,0,3.48,TR,1692003600
537,farasan,16.7022,42.1183,32.33,58,10,2.11,SA,1691928000
538,fisterra,42.9049,-9.2629,22.45,90,54,3.28,ES,1691690400
539,fauske,67.2588,15.3918,19.5,58,58,3.03,NO,1691928000
540,tashla,51.7716,52.7427,32.72,15,98,2.82,RU,1692100800
541,altagracia de orituco,9.8601,-66.3814,31.52,49,39,2.89,VE,1691776800
542,yabelo,4.8833,38.0833,24.65,32,27,4.72,ET,1692100800
543,tadine,-21.55,167.8833,22.19,44,75,1.61,NC,1691971200
544,fortaleza,-3.7227,-38.5247,31.42,53,10,6.43,BR,1691690400
545,nelidovo,56.2211,32.7774,26.58,46,14,1.76,RU,1692100800
546,kangding,30.0513,101.9603,23.74,75,99,2.06,CN,1692079200
547,meizhou,24.2977,116.1072,32.83,62,98,0.15,CN,1691992800
548,korla,41.7597,86.1469,37.32,14,15,2.72,CN,1691744400
549,merowe,18.4833,31.8167,43.98,10,0,6.38,SD,1692100800
550,kabo,7.6994,18.629,28.2,72,100,0.61,CF,1691755200
551,biltine,14.5333,20.9167,33.72,40,75,2.75,TD,1691852400
552,kailua-kona,19.6406,-155.9956,27.44,66,21,3.75,US,1691701200
553,tura,25.5198,90.2201,29.0,75,50,2.36,IN,1692090000
554,fortuna,40.5982,-124.1573,27.14,49,96,2.62,US,1692046800
555,were ilu,10.6,39.4333,21.42,41,9,5.27,ET,1691841600
556,nuuk,64.1835,-51.7216,8.85,76,4,5.27,GL,1692111600
557,margate,51.3813,1.3862,21.75,66,25,4.35,GB,1691690400
558,vadso,70.0744,29.7487,21.04,68,3,2.79,NO,1691690400
559,longboat key,27.4125,-82.659,32.83,68,16,4.61,US,1691690400
560,nagqu,31.5,92.0,16.92,42,98,0.85,CN,1692079200
561,booue,-0.0921,11.9385,33.59,40,87,2.21,GA,1692100800
562,abu zabad,12.35,29.25,33.7,42,65,3.89,SD,1691841600
563,kyren,51.6828,102.1408,27.72,48,69,1.59,RU,1691830800
564,gustavsberg,59.3268,18.3898,20.17,65,83,4.42,SE,1692025200
565,karratha,-20.7377,116.8463,27.63,33,9,4.84,AU,1691733600
566,changchun,43.88,125.3228,25.52,77,100,5.81,CN,1691733600
567,uren',57.4552,45.7852,29.58,40,39,2.09,RU,1691755200
568,greymouth,-42.4667,171.2,10.0,79,78,2.05,NZ,1691971200
569,bovalino,38.149,16.174,30.52,41,0,1.64,IT,1692090000
570,kamina,-8.7386,24.9906,36.52,10,20,2.28,CD,1692100800
571,maragogi,-9.0122,-35.2225,26.54,68,77,5.75,BR,1692111600
572,qamdo,31.1667,97.2333,18.34,39,92,0.57,CN,1692079200
573,howard springs,-12.497,131.047,33.96,21,81,1.39,AU,1692079200
574,nizhneangarsk,55.7833,109.55,18.54,66,7,1.71,RU,1691992800
575,beidao,34.5686,105.8933,34.11,24,1,2.94,CN,1691906400
576,mar del plata,-38.0023,-57.5575,16.17,57,67,4.81,AR,1692036000
577,road town,18.4167,-64.6167,29.75,79,82,9.06,VG,1691690400
578,kerben,40.2951,72.1863,34.43,16,1,5.22,KG,1691744400
579,zemio,5.0314,25.1361,31.77,45,70,0.9,CF,1691928000
580,cambria,35.5641,-121.0808,24.56,57,25,2.34,US,1692046800
581,hun,29.1268,15.9477,38.29,19,2,4.85,LY,1692111600
582,talcahuano,-36.7167,-73.1167,14.18,73,100,3.03,CL,1692036000
583,tenno,39.9,139.9667,32.29,59,71,11.82,JP,1692079200
584,krasnokamensk,50.0979,118.0369,26.98,39,11,1.4,RU,1692079200
585,nadigaon,26.1167,79.0333,36.27,40,60,5.19,IN,1691744400
586,barrington,41.7407,-71.3087,31.94,52,27,6.43,US,1691949600
587,ulladulla,-35.35,150.4667,16.98,41,100,1.24,AU,1691809200
